x_s,y_s,x_a,y_a,dx,dy,direction
589,128,752,128,-163,0,2
592,128,752,128,-160,0,2
595,128,752,128,-157,0,2
598,128,752,128,-154,0,2
601,128,752,128,-151,0,2
604,128,752,128,-148,0,2
607,128,752,128,-145,0,2
610,128,752,128,-142,0,2
613,128,752,128,-139,0,2
616,128,752,128,-136,0,2
619,128,752,128,-133,0,2
622,128,752,128,-130,0,2
625,128,752,128,-127,0,2
628,128,752,128,-124,0,2
631,128,752,128,-121,0,2
634,128,752,128,-118,0,2
637,128,752,128,-115,0,2
640,128,752,128,-112,0,2
643,128,752,128,-109,0,2
646,128,752,128,-106,0,2
649,128,752,128,-103,0,2
652,128,752,128,-100,0,2
655,128,752,128,-97,0,2
658,128,752,128,-94,0,2
661,128,752,128,-91,0,2
664,128,752,128,-88,0,2
667,128,752,128,-85,0,2
670,128,752,128,-82,0,2
673,128,752,128,-79,0,2
676,128,752,128,-76,0,2
679,128,752,128,-73,0,2
682,128,752,128,-70,0,2
685,128,752,128,-67,0,2
688,128,752,128,-64,0,2
691,128,752,128,-61,0,2
694,128,752,128,-58,0,2
697,128,752,128,-55,0,2
700,128,752,128,-52,0,2
703,128,752,128,-49,0,2
706,128,752,128,-46,0,2
709,128,752,128,-43,0,2
712,128,752,128,-40,0,2
715,128,752,128,-37,0,2
718,128,752,128,-34,0,2
721,128,168,328,553,-200,7
718,131,168,328,550,-197,7
715,134,168,328,547,-194,7
712,137,168,328,544,-191,7
709,140,168,328,541,-188,7
706,143,168,328,538,-185,7
703,146,168,328,535,-182,7
700,149,168,328,532,-179,7
697,152,168,328,529,-176,7
694,155,168,328,526,-173,7
691,158,168,328,523,-170,7
688,161,168,328,520,-167,7
685,164,168,328,517,-164,7
682,167,168,328,514,-161,7
679,170,168,328,511,-158,7
676,173,168,328,508,-155,7
673,176,168,328,505,-152,7
670,179,168,328,502,-149,7
667,182,168,328,499,-146,7
664,185,168,328,496,-143,7
661,188,168,328,493,-140,7
658,191,168,328,490,-137,7
655,194,168,328,487,-134,7
652,197,168,328,484,-131,7
649,200,168,328,481,-128,7
646,203,168,328,478,-125,7
643,206,168,328,475,-122,7
640,209,168,328,472,-119,7
637,212,168,328,469,-116,7
634,215,168,328,466,-113,7
631,218,168,328,463,-110,7
628,221,168,328,460,-107,7
625,224,168,328,457,-104,7
622,227,168,328,454,-101,7
619,230,168,328,451,-98,7
616,233,168,328,448,-95,7
613,236,168,328,445,-92,7
610,239,168,328,442,-89,7
607,242,168,328,439,-86,7
604,245,168,328,436,-83,7
601,248,168,328,433,-80,7
598,251,168,328,430,-77,7
595,254,168,328,427,-74,7
592,257,168,328,424,-71,7
589,260,168,328,421,-68,7
586,263,168,328,418,-65,7
583,266,168,328,415,-62,7
580,269,168,328,412,-59,7
577,272,168,328,409,-56,7
574,275,168,328,406,-53,7
571,278,168,328,403,-50,7
568,281,168,328,400,-47,7
565,284,168,328,397,-44,7
562,287,168,328,394,-41,7
559,290,168,328,391,-38,7
556,293,168,328,388,-35,7
553,296,168,328,385,-32,7
550,299,168,328,382,-29,7
547,302,168,328,379,-26,7
544,305,168,328,376,-23,7
541,308,168,328,373,-20,7
538,311,168,328,370,-17,7
535,314,168,328,367,-14,7
532,317,168,328,364,-11,7
529,320,168,328,361,-8,7
526,323,168,328,358,-5,7
523,326,168,328,355,-2,7
520,329,168,328,352,1,5
517,326,168,328,349,-2,7
514,329,168,328,346,1,5
511,326,168,328,343,-2,7
508,329,168,328,340,1,5
505,326,168,328,337,-2,7
502,329,168,328,334,1,5
499,326,168,328,331,-2,7
496,329,168,328,328,1,5
493,326,168,328,325,-2,7
490,329,168,328,322,1,5
487,326,168,328,319,-2,7
484,329,168,328,316,1,5
481,326,168,328,313,-2,7
478,329,168,328,310,1,5
475,326,168,328,307,-2,7
472,329,168,328,304,1,5
469,326,168,328,301,-2,7
466,329,168,328,298,1,5
463,326,168,328,295,-2,7
460,329,168,328,292,1,5
457,326,168,328,289,-2,7
454,329,168,328,286,1,5
451,326,168,328,283,-2,7
448,329,168,328,280,1,5
445,326,168,328,277,-2,7
442,329,168,328,274,1,5
439,326,168,328,271,-2,7
436,329,168,328,268,1,5
433,326,168,328,265,-2,7
430,329,168,328,262,1,5
427,326,168,328,259,-2,7
424,329,168,328,256,1,5
421,326,168,328,253,-2,7
418,329,168,328,250,1,5
415,326,168,328,247,-2,7
412,329,168,328,244,1,5
409,326,168,328,241,-2,7
406,329,168,328,238,1,5
403,326,168,328,235,-2,7
400,329,168,328,232,1,5
397,326,168,328,229,-2,7
394,329,168,328,226,1,5
391,326,168,328,223,-2,7
388,329,168,328,220,1,5
385,326,168,328,217,-2,7
382,329,168,328,214,1,5
379,326,168,328,211,-2,7
376,329,168,328,208,1,5
373,326,168,328,205,-2,7
370,329,168,328,202,1,5
367,326,168,328,199,-2,7
364,329,168,328,196,1,5
361,326,168,328,193,-2,7
358,329,168,328,190,1,5
355,326,168,328,187,-2,7
352,329,168,328,184,1,5
349,326,168,328,181,-2,7
346,329,168,328,178,1,5
343,326,168,328,175,-2,7
340,329,168,328,172,1,5
337,326,168,328,169,-2,7
334,329,168,328,166,1,5
331,326,168,328,163,-2,7
328,329,168,328,160,1,5
325,326,168,328,157,-2,7
322,329,168,328,154,1,5
319,326,168,328,151,-2,7
316,329,168,328,148,1,5
313,326,168,328,145,-2,7
310,329,168,328,142,1,5
307,326,168,328,139,-2,7
304,329,168,328,136,1,5
301,326,168,328,133,-2,7
298,329,168,328,130,1,5
295,326,168,328,127,-2,7
292,329,168,328,124,1,5
289,326,168,328,121,-2,7
286,329,168,328,118,1,5
283,326,168,328,115,-2,7
280,329,168,328,112,1,5
277,326,168,328,109,-2,7
274,329,168,328,106,1,5
271,326,168,328,103,-2,7
268,329,168,328,100,1,5
265,326,168,328,97,-2,7
262,329,168,328,94,1,5
259,326,168,328,91,-2,7
256,329,168,328,88,1,5
253,326,168,328,85,-2,7
250,329,168,328,82,1,5
247,326,168,328,79,-2,7
244,329,168,328,76,1,5
241,326,168,328,73,-2,7
238,329,168,328,70,1,5
235,326,168,328,67,-2,7
232,329,168,328,64,1,5
229,326,168,328,61,-2,7
226,329,168,328,58,1,5
223,326,168,328,55,-2,7
220,329,168,328,52,1,5
217,326,168,328,49,-2,7
214,329,168,328,46,1,5
211,326,168,328,43,-2,7
208,329,168,328,40,1,5
205,326,168,328,37,-2,7
202,329,168,328,34,1,5
199,326,552,80,-353,246,3
202,323,552,80,-350,243,3
205,320,552,80,-347,240,3
208,317,552,80,-344,237,3
211,314,552,80,-341,234,3
214,311,552,80,-338,231,3
217,308,552,80,-335,228,3
220,305,552,80,-332,225,3
223,302,552,80,-329,222,3
226,299,552,80,-326,219,3
229,296,552,80,-323,216,3
232,293,552,80,-320,213,3
235,290,552,80,-317,210,3
238,287,552,80,-314,207,3
241,284,552,80,-311,204,3
244,281,552,80,-308,201,3
247,278,552,80,-305,198,3
250,275,552,80,-302,195,3
253,272,552,80,-299,192,3
256,269,552,80,-296,189,3
259,266,552,80,-293,186,3
262,263,552,80,-290,183,3
265,260,552,80,-287,180,3
268,257,552,80,-284,177,3
271,254,552,80,-281,174,3
274,251,552,80,-278,171,3
277,248,552,80,-275,168,3
280,245,552,80,-272,165,3
283,242,552,80,-269,162,3
286,239,552,80,-266,159,3
289,236,552,80,-263,156,3
292,233,552,80,-260,153,3
295,230,552,80,-257,150,3
298,227,552,80,-254,147,3
301,224,552,80,-251,144,3
304,221,552,80,-248,141,3
307,218,552,80,-245,138,3
310,215,552,80,-242,135,3
313,212,552,80,-239,132,3
316,209,552,80,-236,129,3
319,206,552,80,-233,126,3
322,203,552,80,-230,123,3
325,200,552,80,-227,120,3
328,197,552,80,-224,117,3
331,194,552,80,-221,114,3
334,191,552,80,-218,111,3
337,188,552,80,-215,108,3
340,185,552,80,-212,105,3
343,182,552,80,-209,102,3
346,179,552,80,-206,99,3
349,176,552,80,-203,96,3
352,173,552,80,-200,93,3
355,170,552,80,-197,90,3
358,167,552,80,-194,87,3
361,164,552,80,-191,84,3
364,161,552,80,-188,81,3
367,158,552,80,-185,78,3
370,155,552,80,-182,75,3
373,152,552,80,-179,72,3
376,149,552,80,-176,69,3
379,146,552,80,-173,66,3
382,143,552,80,-170,63,3
385,140,552,80,-167,60,3
388,137,552,80,-164,57,3
391,134,552,80,-161,54,3
394,131,552,80,-158,51,3
397,128,552,80,-155,48,3
400,125,552,80,-152,45,3
403,122,552,80,-149,42,3
406,119,552,80,-146,39,3
409,116,552,80,-143,36,3
412,113,552,80,-140,33,3
415,110,552,80,-137,30,3
418,107,552,80,-134,27,3
421,104,552,80,-131,24,3
424,101,552,80,-128,21,3
427,98,552,80,-125,18,3
430,95,552,80,-122,15,3
433,92,552,80,-119,12,3
436,89,552,80,-116,9,3
439,86,552,80,-113,6,3
442,83,552,80,-110,3,3
445,80,552,80,-107,0,2
448,80,552,80,-104,0,2
451,80,552,80,-101,0,2
454,80,552,80,-98,0,2
457,80,552,80,-95,0,2
460,80,552,80,-92,0,2
463,80,552,80,-89,0,2
466,80,552,80,-86,0,2
469,80,552,80,-83,0,2
472,80,552,80,-80,0,2
475,80,552,80,-77,0,2
478,80,552,80,-74,0,2
481,80,552,80,-71,0,2
484,80,552,80,-68,0,2
487,80,552,80,-65,0,2
490,80,552,80,-62,0,2
493,80,552,80,-59,0,2
496,80,552,80,-56,0,2
499,80,552,80,-53,0,2
502,80,552,80,-50,0,2
505,80,552,80,-47,0,2
508,80,552,80,-44,0,2
511,80,552,80,-41,0,2
514,80,552,80,-38,0,2
517,80,552,80,-35,0,2
520,80,552,80,-32,0,2
523,80,760,184,-237,-104,1
526,83,760,184,-234,-101,1
529,86,760,184,-231,-98,1
532,89,760,184,-228,-95,1
535,92,760,184,-225,-92,1
538,95,760,184,-222,-89,1
541,98,760,184,-219,-86,1
544,101,760,184,-216,-83,1
547,104,760,184,-213,-80,1
550,107,760,184,-210,-77,1
553,110,760,184,-207,-74,1
556,113,760,184,-204,-71,1
559,116,760,184,-201,-68,1
562,119,760,184,-198,-65,1
565,122,760,184,-195,-62,1
568,125,760,184,-192,-59,1
571,128,760,184,-189,-56,1
574,131,760,184,-186,-53,1
577,134,760,184,-183,-50,1
580,137,760,184,-180,-47,1
583,140,760,184,-177,-44,1
586,143,760,184,-174,-41,1
589,146,760,184,-171,-38,1
592,149,760,184,-168,-35,1
595,152,760,184,-165,-32,1
598,155,760,184,-162,-29,1
601,158,760,184,-159,-26,1
604,161,760,184,-156,-23,1
607,164,760,184,-153,-20,1
610,167,760,184,-150,-17,1
613,170,760,184,-147,-14,1
616,173,760,184,-144,-11,1
619,176,760,184,-141,-8,1
622,179,760,184,-138,-5,1
625,182,760,184,-135,-2,1
628,185,760,184,-132,1,3
631,182,760,184,-129,-2,1
634,185,760,184,-126,1,3
637,182,760,184,-123,-2,1
640,185,760,184,-120,1,3
643,182,760,184,-117,-2,1
646,185,760,184,-114,1,3
649,182,760,184,-111,-2,1
652,185,760,184,-108,1,3
655,182,760,184,-105,-2,1
658,185,760,184,-102,1,3
661,182,760,184,-99,-2,1
664,185,760,184,-96,1,3
667,182,760,184,-93,-2,1
670,185,760,184,-90,1,3
673,182,760,184,-87,-2,1
676,185,760,184,-84,1,3
679,182,760,184,-81,-2,1
682,185,760,184,-78,1,3
685,182,760,184,-75,-2,1
688,185,760,184,-72,1,3
691,182,760,184,-69,-2,1
694,185,760,184,-66,1,3
697,182,760,184,-63,-2,1
700,185,760,184,-60,1,3
703,182,760,184,-57,-2,1
706,185,760,184,-54,1,3
709,182,760,184,-51,-2,1
712,185,760,184,-48,1,3
715,182,760,184,-45,-2,1
718,185,760,184,-42,1,3
721,182,760,184,-39,-2,1
724,185,760,184,-36,1,3
727,182,760,184,-33,-2,1
730,185,352,216,378,-31,7
727,188,352,216,375,-28,7
724,191,352,216,372,-25,7
721,194,352,216,369,-22,7
718,197,352,216,366,-19,7
715,200,352,216,363,-16,7
712,203,352,216,360,-13,7
709,206,352,216,357,-10,7
706,209,352,216,354,-7,7
703,212,352,216,351,-4,7
700,215,352,216,348,-1,7
697,218,352,216,345,2,5
694,215,352,216,342,-1,7
691,218,352,216,339,2,5
688,215,352,216,336,-1,7
685,218,352,216,333,2,5
682,215,352,216,330,-1,7
679,218,352,216,327,2,5
676,215,352,216,324,-1,7
673,218,352,216,321,2,5
670,215,352,216,318,-1,7
667,218,352,216,315,2,5
664,215,352,216,312,-1,7
661,218,352,216,309,2,5
658,215,352,216,306,-1,7
655,218,352,216,303,2,5
652,215,352,216,300,-1,7
649,218,352,216,297,2,5
646,215,352,216,294,-1,7
643,218,352,216,291,2,5
640,215,352,216,288,-1,7
637,218,352,216,285,2,5
634,215,352,216,282,-1,7
631,218,352,216,279,2,5
628,215,352,216,276,-1,7
625,218,352,216,273,2,5
622,215,352,216,270,-1,7
619,218,352,216,267,2,5
616,215,352,216,264,-1,7
613,218,352,216,261,2,5
610,215,352,216,258,-1,7
607,218,352,216,255,2,5
604,215,352,216,252,-1,7
601,218,352,216,249,2,5
598,215,352,216,246,-1,7
595,218,352,216,243,2,5
592,215,352,216,240,-1,7
589,218,352,216,237,2,5
586,215,352,216,234,-1,7
583,218,352,216,231,2,5
580,215,352,216,228,-1,7
577,218,352,216,225,2,5
574,215,352,216,222,-1,7
571,218,352,216,219,2,5
568,215,352,216,216,-1,7
565,218,352,216,213,2,5
562,215,352,216,210,-1,7
559,218,352,216,207,2,5
556,215,352,216,204,-1,7
553,218,352,216,201,2,5
550,215,352,216,198,-1,7
547,218,352,216,195,2,5
544,215,352,216,192,-1,7
541,218,352,216,189,2,5
538,215,352,216,186,-1,7
535,218,352,216,183,2,5
532,215,352,216,180,-1,7
529,218,352,216,177,2,5
526,215,352,216,174,-1,7
523,218,352,216,171,2,5
520,215,352,216,168,-1,7
517,218,352,216,165,2,5
514,215,352,216,162,-1,7
511,218,352,216,159,2,5
508,215,352,216,156,-1,7
505,218,352,216,153,2,5
502,215,352,216,150,-1,7
499,218,352,216,147,2,5
496,215,352,216,144,-1,7
493,218,352,216,141,2,5
490,215,352,216,138,-1,7
487,218,352,216,135,2,5
484,215,352,216,132,-1,7
481,218,352,216,129,2,5
478,215,352,216,126,-1,7
475,218,352,216,123,2,5
472,215,352,216,120,-1,7
469,218,352,216,117,2,5
466,215,352,216,114,-1,7
463,218,352,216,111,2,5
460,215,352,216,108,-1,7
457,218,352,216,105,2,5
454,215,352,216,102,-1,7
451,218,352,216,99,2,5
448,215,352,216,96,-1,7
445,218,352,216,93,2,5
442,215,352,216,90,-1,7
439,218,352,216,87,2,5
436,215,352,216,84,-1,7
433,218,352,216,81,2,5
430,215,352,216,78,-1,7
427,218,352,216,75,2,5
424,215,352,216,72,-1,7
421,218,352,216,69,2,5
418,215,352,216,66,-1,7
415,218,352,216,63,2,5
412,215,352,216,60,-1,7
409,218,352,216,57,2,5
406,215,352,216,54,-1,7
403,218,352,216,51,2,5
400,215,352,216,48,-1,7
397,218,352,216,45,2,5
394,215,352,216,42,-1,7
391,218,352,216,39,2,5
388,215,352,216,36,-1,7
385,218,352,216,33,2,5
382,215,112,24,270,191,5
379,212,112,24,267,188,5
376,209,112,24,264,185,5
373,206,112,24,261,182,5
370,203,112,24,258,179,5
367,200,112,24,255,176,5
364,197,112,24,252,173,5
361,194,112,24,249,170,5
358,191,112,24,246,167,5
355,188,112,24,243,164,5
352,185,112,24,240,161,5
349,182,112,24,237,158,5
346,179,112,24,234,155,5
343,176,112,24,231,152,5
340,173,112,24,228,149,5
337,170,112,24,225,146,5
334,167,112,24,222,143,5
331,164,112,24,219,140,5
328,161,112,24,216,137,5
325,158,112,24,213,134,5
322,155,112,24,210,131,5
319,152,112,24,207,128,5
316,149,112,24,204,125,5
313,146,112,24,201,122,5
310,143,112,24,198,119,5
307,140,112,24,195,116,5
304,137,112,24,192,113,5
301,134,112,24,189,110,5
298,131,112,24,186,107,5
295,128,112,24,183,104,5
292,125,112,24,180,101,5
289,122,112,24,177,98,5
286,119,112,24,174,95,5
283,116,112,24,171,92,5
280,113,112,24,168,89,5
277,110,112,24,165,86,5
274,107,112,24,162,83,5
271,104,112,24,159,80,5
268,101,112,24,156,77,5
265,98,112,24,153,74,5
262,95,112,24,150,71,5
259,92,112,24,147,68,5
256,89,112,24,144,65,5
253,86,112,24,141,62,5
250,83,112,24,138,59,5
247,80,112,24,135,56,5
244,77,112,24,132,53,5
241,74,112,24,129,50,5
238,71,112,24,126,47,5
235,68,112,24,123,44,5
232,65,112,24,120,41,5
229,62,112,24,117,38,5
226,59,112,24,114,35,5
223,56,112,24,111,32,5
220,53,112,24,108,29,5
217,50,112,24,105,26,5
214,47,112,24,102,23,5
211,44,112,24,99,20,5
208,41,112,24,96,17,5
205,38,112,24,93,14,5
202,35,112,24,90,11,5
199,32,112,24,87,8,5
196,29,112,24,84,5,5
193,26,112,24,81,2,5
190,23,112,24,78,-1,7
187,26,112,24,75,2,5
184,23,112,24,72,-1,7
181,26,112,24,69,2,5
178,23,112,24,66,-1,7
175,26,112,24,63,2,5
172,23,112,24,60,-1,7
169,26,112,24,57,2,5
166,23,112,24,54,-1,7
163,26,112,24,51,2,5
160,23,112,24,48,-1,7
157,26,112,24,45,2,5
154,23,112,24,42,-1,7
151,26,112,24,39,2,5
148,23,112,24,36,-1,7
145,26,112,24,33,2,5
142,23,680,200,-538,-177,1
145,26,680,200,-535,-174,1
148,29,680,200,-532,-171,1
151,32,680,200,-529,-168,1
154,35,680,200,-526,-165,1
157,38,680,200,-523,-162,1
160,41,680,200,-520,-159,1
163,44,680,200,-517,-156,1
166,47,680,200,-514,-153,1
169,50,680,200,-511,-150,1
172,53,680,200,-508,-147,1
175,56,680,200,-505,-144,1
178,59,680,200,-502,-141,1
181,62,680,200,-499,-138,1
184,65,680,200,-496,-135,1
187,68,680,200,-493,-132,1
190,71,680,200,-490,-129,1
193,74,680,200,-487,-126,1
196,77,680,200,-484,-123,1
199,80,680,200,-481,-120,1
202,83,680,200,-478,-117,1
205,86,680,200,-475,-114,1
208,89,680,200,-472,-111,1
211,92,680,200,-469,-108,1
214,95,680,200,-466,-105,1
217,98,680,200,-463,-102,1
220,101,680,200,-460,-99,1
223,104,680,200,-457,-96,1
226,107,680,200,-454,-93,1
229,110,680,200,-451,-90,1
232,113,680,200,-448,-87,1
235,116,680,200,-445,-84,1
238,119,680,200,-442,-81,1
241,122,680,200,-439,-78,1
244,125,680,200,-436,-75,1
247,128,680,200,-433,-72,1
250,131,680,200,-430,-69,1
253,134,680,200,-427,-66,1
256,137,680,200,-424,-63,1
259,140,680,200,-421,-60,1
262,143,680,200,-418,-57,1
265,146,680,200,-415,-54,1
268,149,680,200,-412,-51,1
271,152,680,200,-409,-48,1
274,155,680,200,-406,-45,1
277,158,680,200,-403,-42,1
280,161,680,200,-400,-39,1
283,164,680,200,-397,-36,1
286,167,680,200,-394,-33,1
289,170,680,200,-391,-30,1
292,173,680,200,-388,-27,1
295,176,680,200,-385,-24,1
298,179,680,200,-382,-21,1
301,182,680,200,-379,-18,1
304,185,680,200,-376,-15,1
307,188,680,200,-373,-12,1
310,191,680,200,-370,-9,1
313,194,680,200,-367,-6,1
316,197,680,200,-364,-3,1
319,200,680,200,-361,0,2
322,200,680,200,-358,0,2
325,200,680,200,-355,0,2
328,200,680,200,-352,0,2
331,200,680,200,-349,0,2
334,200,680,200,-346,0,2
337,200,680,200,-343,0,2
340,200,680,200,-340,0,2
343,200,680,200,-337,0,2
346,200,680,200,-334,0,2
349,200,680,200,-331,0,2
352,200,680,200,-328,0,2
355,200,680,200,-325,0,2
358,200,680,200,-322,0,2
361,200,680,200,-319,0,2
364,200,680,200,-316,0,2
367,200,680,200,-313,0,2
370,200,680,200,-310,0,2
373,200,680,200,-307,0,2
376,200,680,200,-304,0,2
379,200,680,200,-301,0,2
382,200,680,200,-298,0,2
385,200,680,200,-295,0,2
388,200,680,200,-292,0,2
391,200,680,200,-289,0,2
394,200,680,200,-286,0,2
397,200,680,200,-283,0,2
400,200,680,200,-280,0,2
403,200,680,200,-277,0,2
406,200,680,200,-274,0,2
409,200,680,200,-271,0,2
412,200,680,200,-268,0,2
415,200,680,200,-265,0,2
418,200,680,200,-262,0,2
421,200,680,200,-259,0,2
424,200,680,200,-256,0,2
427,200,680,200,-253,0,2
430,200,680,200,-250,0,2
433,200,680,200,-247,0,2
436,200,680,200,-244,0,2
439,200,680,200,-241,0,2
442,200,680,200,-238,0,2
445,200,680,200,-235,0,2
448,200,680,200,-232,0,2
451,200,680,200,-229,0,2
454,200,680,200,-226,0,2
457,200,680,200,-223,0,2
460,200,680,200,-220,0,2
463,200,680,200,-217,0,2
466,200,680,200,-214,0,2
469,200,680,200,-211,0,2
472,200,680,200,-208,0,2
475,200,680,200,-205,0,2
478,200,680,200,-202,0,2
481,200,680,200,-199,0,2
484,200,680,200,-196,0,2
487,200,680,200,-193,0,2
490,200,680,200,-190,0,2
493,200,680,200,-187,0,2
496,200,680,200,-184,0,2
499,200,680,200,-181,0,2
502,200,680,200,-178,0,2
505,200,680,200,-175,0,2
508,200,680,200,-172,0,2
511,200,680,200,-169,0,2
514,200,680,200,-166,0,2
517,200,680,200,-163,0,2
520,200,680,200,-160,0,2
523,200,680,200,-157,0,2
526,200,680,200,-154,0,2
529,200,680,200,-151,0,2
532,200,680,200,-148,0,2
535,200,680,200,-145,0,2
538,200,680,200,-142,0,2
541,200,680,200,-139,0,2
544,200,680,200,-136,0,2
547,200,680,200,-133,0,2
550,200,680,200,-130,0,2
553,200,680,200,-127,0,2
556,200,680,200,-124,0,2
559,200,680,200,-121,0,2
562,200,680,200,-118,0,2
565,200,680,200,-115,0,2
568,200,680,200,-112,0,2
571,200,680,200,-109,0,2
574,200,680,200,-106,0,2
577,200,680,200,-103,0,2
580,200,680,200,-100,0,2
583,200,680,200,-97,0,2
586,200,680,200,-94,0,2
589,200,680,200,-91,0,2
592,200,680,200,-88,0,2
595,200,680,200,-85,0,2
598,200,680,200,-82,0,2
601,200,680,200,-79,0,2
604,200,680,200,-76,0,2
607,200,680,200,-73,0,2
610,200,680,200,-70,0,2
613,200,680,200,-67,0,2
616,200,680,200,-64,0,2
619,200,680,200,-61,0,2
622,200,680,200,-58,0,2
625,200,680,200,-55,0,2
628,200,680,200,-52,0,2
631,200,680,200,-49,0,2
634,200,680,200,-46,0,2
637,200,680,200,-43,0,2
640,200,680,200,-40,0,2
643,200,680,200,-37,0,2
646,200,680,200,-34,0,2
649,200,720,200,-71,0,2
652,200,720,200,-68,0,2
655,200,720,200,-65,0,2
658,200,720,200,-62,0,2
661,200,720,200,-59,0,2
664,200,720,200,-56,0,2
667,200,720,200,-53,0,2
670,200,720,200,-50,0,2
673,200,720,200,-47,0,2
676,200,720,200,-44,0,2
679,200,720,200,-41,0,2
682,200,720,200,-38,0,2
685,200,720,200,-35,0,2
688,200,720,200,-32,0,2
691,200,168,40,523,160,5
688,197,168,40,520,157,5
685,194,168,40,517,154,5
682,191,168,40,514,151,5
679,188,168,40,511,148,5
676,185,168,40,508,145,5
673,182,168,40,505,142,5
670,179,168,40,502,139,5
667,176,168,40,499,136,5
664,173,168,40,496,133,5
661,170,168,40,493,130,5
658,167,168,40,490,127,5
655,164,168,40,487,124,5
652,161,168,40,484,121,5
649,158,168,40,481,118,5
646,155,168,40,478,115,5
643,152,168,40,475,112,5
640,149,168,40,472,109,5
637,146,168,40,469,106,5
634,143,168,40,466,103,5
631,140,168,40,463,100,5
628,137,168,40,460,97,5
625,134,168,40,457,94,5
622,131,168,40,454,91,5
619,128,168,40,451,88,5
616,125,168,40,448,85,5
613,122,168,40,445,82,5
610,119,168,40,442,79,5
607,116,168,40,439,76,5
604,113,168,40,436,73,5
601,110,168,40,433,70,5
598,107,168,40,430,67,5
595,104,168,40,427,64,5
592,101,168,40,424,61,5
589,98,168,40,421,58,5
586,95,168,40,418,55,5
583,92,168,40,415,52,5
580,89,168,40,412,49,5
577,86,168,40,409,46,5
574,83,168,40,406,43,5
571,80,168,40,403,40,5
568,77,168,40,400,37,5
565,74,168,40,397,34,5
562,71,168,40,394,31,5
559,68,168,40,391,28,5
556,65,168,40,388,25,5
553,62,168,40,385,22,5
550,59,168,40,382,19,5
547,56,168,40,379,16,5
544,53,168,40,376,13,5
541,50,168,40,373,10,5
538,47,168,40,370,7,5
535,44,168,40,367,4,5
532,41,168,40,364,1,5
529,38,168,40,361,-2,7
526,41,168,40,358,1,5
523,38,168,40,355,-2,7
520,41,168,40,352,1,5
517,38,168,40,349,-2,7
514,41,168,40,346,1,5
511,38,168,40,343,-2,7
508,41,168,40,340,1,5
505,38,168,40,337,-2,7
502,41,168,40,334,1,5
499,38,168,40,331,-2,7
496,41,168,40,328,1,5
493,38,168,40,325,-2,7
490,41,168,40,322,1,5
487,38,168,40,319,-2,7
484,41,168,40,316,1,5
481,38,168,40,313,-2,7
478,41,168,40,310,1,5
475,38,168,40,307,-2,7
472,41,168,40,304,1,5
469,38,168,40,301,-2,7
466,41,168,40,298,1,5
463,38,168,40,295,-2,7
460,41,168,40,292,1,5
457,38,168,40,289,-2,7
454,41,168,40,286,1,5
451,38,168,40,283,-2,7
448,41,168,40,280,1,5
445,38,168,40,277,-2,7
442,41,168,40,274,1,5
439,38,168,40,271,-2,7
436,41,168,40,268,1,5
433,38,168,40,265,-2,7
430,41,168,40,262,1,5
427,38,168,40,259,-2,7
424,41,168,40,256,1,5
421,38,168,40,253,-2,7
418,41,168,40,250,1,5
415,38,168,40,247,-2,7
412,41,168,40,244,1,5
409,38,168,40,241,-2,7
406,41,168,40,238,1,5
403,38,168,40,235,-2,7
400,41,168,40,232,1,5
397,38,168,40,229,-2,7
394,41,168,40,226,1,5
391,38,168,40,223,-2,7
388,41,168,40,220,1,5
385,38,168,40,217,-2,7
382,41,168,40,214,1,5
379,38,168,40,211,-2,7
376,41,168,40,208,1,5
373,38,168,40,205,-2,7
370,41,168,40,202,1,5
367,38,168,40,199,-2,7
364,41,168,40,196,1,5
361,38,168,40,193,-2,7
358,41,168,40,190,1,5
355,38,168,40,187,-2,7
352,41,168,40,184,1,5
349,38,168,40,181,-2,7
346,41,168,40,178,1,5
343,38,168,40,175,-2,7
340,41,168,40,172,1,5
337,38,168,40,169,-2,7
334,41,168,40,166,1,5
331,38,168,40,163,-2,7
328,41,168,40,160,1,5
325,38,168,40,157,-2,7
322,41,168,40,154,1,5
319,38,168,40,151,-2,7
316,41,168,40,148,1,5
313,38,168,40,145,-2,7
310,41,168,40,142,1,5
307,38,168,40,139,-2,7
304,41,168,40,136,1,5
301,38,168,40,133,-2,7
298,41,168,40,130,1,5
295,38,168,40,127,-2,7
292,41,168,40,124,1,5
289,38,168,40,121,-2,7
286,41,168,40,118,1,5
283,38,168,40,115,-2,7
280,41,168,40,112,1,5
277,38,168,40,109,-2,7
274,41,168,40,106,1,5
271,38,168,40,103,-2,7
268,41,168,40,100,1,5
265,38,168,40,97,-2,7
262,41,168,40,94,1,5
259,38,168,40,91,-2,7
256,41,168,40,88,1,5
253,38,168,40,85,-2,7
250,41,168,40,82,1,5
247,38,168,40,79,-2,7
244,41,168,40,76,1,5
241,38,168,40,73,-2,7
238,41,168,40,70,1,5
235,38,168,40,67,-2,7
232,41,168,40,64,1,5
229,38,168,40,61,-2,7
226,41,168,40,58,1,5
223,38,168,40,55,-2,7
220,41,168,40,52,1,5
217,38,168,40,49,-2,7
214,41,168,40,46,1,5
211,38,168,40,43,-2,7
208,41,168,40,40,1,5
205,38,168,40,37,-2,7
202,41,168,40,34,1,5
199,38,704,232,-505,-194,1
202,41,704,232,-502,-191,1
205,44,704,232,-499,-188,1
208,47,704,232,-496,-185,1
211,50,704,232,-493,-182,1
